t,phase,agl,aglT,V,vs,pitch,bank,e,xt,s,thr,de,dr,flap,offtrack,above,rem,onG,x,z,hdotC,Vc,wK,thC
111.20,DOWNWIND,148.73,145.52,41.02,0.00,2.8,-4.8,-1.2,-772.7,-1434,0.68,0.007,-0.020,0.00,22,,1629,0,789,773,0.05,41.0,1.00,0.044
111.30,DOWNWIND,148.74,145.41,41.02,0.00,2.8,-4.8,-1.1,-772.8,-1438,0.68,0.007,-0.020,0.00,22,,1625,0,793,773,0.05,41.0,1.00,0.044
111.40,DOWNWIND,148.74,145.30,41.02,0.00,2.8,-4.8,-1.0,-772.8,-1442,0.68,0.007,-0.020,0.00,22,,1620,0,797,773,0.05,41.0,1.00,0.044
111.50,DOWNWIND,148.74,145.19,41.02,0.00,2.8,-4.8,-0.9,-772.8,-1447,0.68,0.007,-0.020,0.00,22,,1616,0,802,773,0.05,41.0,1.00,0.044
111.60,DOWNWIND,148.74,145.08,41.02,0.00,2.8,-4.8,-0.8,-772.9,-1451,0.68,0.007,-0.020,0.00,22,,1612,0,806,773,0.05,41.0,1.00,0.044
111.70,DOWNWIND,148.74,144.98,41.02,0.00,2.8,-4.8,-0.7,-772.9,-1456,0.68,0.007,-0.020,0.00,22,,1607,0,811,773,0.05,41.0,1.00,0.044
111.80,DOWNWIND,148.74,144.88,41.02,0.00,2.8,-4.8,-0.6,-772.9,-1460,0.68,0.007,-0.020,0.00,22,,1603,0,815,773,0.05,41.0,1.00,0.044
111.90,DOWNWIND,148.74,144.78,41.02,0.00,2.8,-4.8,-0.5,-772.9,-1465,0.68,0.007,-0.020,0.00,22,,1598,0,820,773,0.05,41.0,1.00,0.044
112.00,DOWNWIND,148.74,144.68,41.02,0.00,2.8,-4.8,-0.4,-772.9,-1469,0.68,0.007,-0.020,0.00,22,,1594,0,824,773,0.05,41.0,1.00,0.044
112.10,DOWNWIND,148.74,144.58,41.02,0.00,2.8,-4.8,-0.3,-772.9,-1473,0.68,0.007,-0.020,0.00,22,,1589,0,828,773,0.05,41.0,1.00,0.044
112.20,DOWNWIND,148.74,144.49,41.02,0.00,2.8,-4.8,-0.1,-772.9,-1478,0.68,0.007,-0.020,0.00,22,,1585,0,833,773,0.05,41.0,1.00,0.044
112.30,DOWNWIND,148.74,144.39,41.02,0.00,2.8,-4.8,-0.0,-772.9,-1482,0.68,0.007,-0.020,0.00,22,,1581,0,837,773,0.05,41.0,1.00,0.044
112.40,DOWNWIND,148.74,144.29,41.02,0.00,2.8,-4.8,0.1,-772.8,-1487,0.68,0.007,-0.020,0.00,22,,1576,0,842,773,0.05,41.0,1.00,0.044
112.50,DOWNWIND,148.74,144.19,41.02,0.00,2.8,-4.7,0.2,-772.8,-1491,0.68,0.007,-0.020,0.00,22,,1572,0,846,773,0.05,41.0,1.00,0.044
112.60,DOWNWIND,148.74,144.08,41.02,0.00,2.8,-4.7,0.3,-772.7,-1495,0.68,0.007,-0.020,0.00,22,,1567,0,850,773,0.05,41.0,1.00,0.045
112.70,DOWNWIND,148.74,143.97,41.02,0.00,2.8,-4.7,0.4,-772.7,-1500,0.68,0.007,-0.020,0.00,22,,1563,0,855,773,0.05,41.0,1.00,0.045
112.80,DOWNWIND,148.74,143.86,41.02,0.00,2.8,-4.7,0.5,-772.6,-1504,0.68,0.007,-0.020,0.00,22,,1559,0,859,773,0.05,41.0,1.00,0.045
112.90,DOWNWIND,148.74,143.75,41.02,0.00,2.8,-4.7,0.7,-772.5,-1509,0.68,0.007,-0.020,0.00,22,,1554,0,864,773,0.05,41.0,1.00,0.045
113.00,DOWNWIND,148.74,143.63,41.02,0.00,2.8,-4.6,0.8,-772.5,-1513,0.68,0.007,-0.020,0.00,22,,1550,0,868,772,0.05,41.0,1.00,0.045
113.10,DOWNWIND,148.74,143.50,41.02,0.00,2.8,-4.6,0.9,-772.4,-1517,0.68,0.007,-0.020,0.00,22,,1545,0,872,772,0.05,41.0,1.00,0.045
113.20,DOWNWIND,148.74,143.37,41.02,0.00,2.8,-4.6,1.0,-772.3,-1522,0.68,0.007,-0.020,0.00,22,,1541,0,877,772,0.05,41.0,1.00,0.045
113.30,DOWNWIND,148.74,143.25,41.02,0.00,2.8,-4.5,1.1,-772.2,-1526,0.68,0.007,-0.020,0.00,22,,1537,0,881,772,0.05,41.0,1.00,0.045
113.40,DOWNWIND,148.74,143.12,41.02,0.00,2.8,-4.5,1.3,-772.1,-1531,0.68,0.007,-0.020,0.00,22,,1532,0,886,772,0.05,41.0,1.00,0.045
113.50,DOWNWIND,148.74,143.01,41.02,0.00,2.8,-4.5,1.4,-771.9,-1535,0.68,0.007,-0.020,0.00,21,,1528,0,890,772,0.05,41.0,1.00,0.045
113.60,DOWNWIND,148.74,142.89,41.03,0.00,2.8,-4.4,1.5,-771.8,-1539,0.68,0.007,-0.020,0.00,21,,1523,0,894,772,0.05,41.0,1.00,0.045
113.70,DOWNWIND,148.74,142.78,41.03,0.00,2.8,-4.4,1.6,-771.7,-1544,0.68,0.007,-0.020,0.00,21,,1519,0,899,772,0.05,41.0,1.00,0.045
113.80,DOWNWIND,148.74,142.67,41.03,0.00,2.8,-4.4,1.8,-771.5,-1548,0.68,0.007,-0.020,0.00,21,,1515,0,903,772,0.05,41.0,1.00,0.045
113.90,DOWNWIND,148.74,142.57,41.03,0.00,2.8,-4.3,1.9,-771.4,-1553,0.68,0.007,-0.020,0.00,21,,1510,0,908,771,0.05,41.0,1.00,0.045
114.00,DOWNWIND,148.74,142.48,41.03,0.00,2.8,-4.3,2.0,-771.2,-1557,0.68,0.007,-0.020,0.00,21,,1506,0,912,771,0.05,41.0,1.00,0.045
114.10,DOWNWIND,148.74,142.39,41.02,0.00,2.8,-4.2,2.1,-771.1,-1561,0.68,0.007,-0.020,0.00,21,,1501,0,916,771,0.05,41.0,1.00,0.045
114.20,DOWNWIND,148.74,142.32,41.02,0.00,2.8,-4.2,2.3,-770.9,-1566,0.68,0.007,-0.020,0.00,20,,1497,0,921,771,0.05,41.0,1.00,0.045
114.30,DOWNWIND,148.74,142.25,41.02,0.01,2.8,-4.1,2.4,-770.7,-1570,0.68,0.007,-0.020,0.00,20,,1493,0,925,771,0.05,41.0,1.00,0.045
114.40,DOWNWIND,148.74,142.20,41.02,0.01,2.8,-4.1,2.5,-770.6,-1575,0.68,0.007,-0.020,0.00,20,,1488,0,930,771,0.05,41.0,1.00,0.045
114.50,DOWNWIND,148.74,142.15,41.02,0.01,2.8,-4.0,2.6,-770.4,-1579,0.68,0.007,-0.020,0.00,20,,1484,0,934,770,0.05,41.0,1.00,0.045
114.60,DOWNWIND,148.75,142.12,41.02,0.01,2.8,-4.0,2.8,-770.2,-1583,0.68,0.007,-0.020,0.00,20,,1479,0,938,770,0.05,41.0,1.00,0.045
114.70,DOWNWIND,148.75,142.13,41.02,0.01,2.8,-3.9,2.9,-770.0,-1588,0.68,0.007,-0.020,0.00,20,,1475,0,943,770,0.05,41.0,1.00,0.045
114.80,DOWNWIND,148.75,142.15,41.02,0.01,2.8,-3.9,3.0,-769.8,-1592,0.68,0.007,-0.020,0.00,19,,1471,0,947,770,0.05,41.0,1.00,0.045
114.90,DOWNWIND,148.75,142.20,41.02,0.01,2.8,-3.8,3.1,-769.6,-1597,0.68,0.007,-0.020,0.00,19,,1466,0,952,770,0.05,41.0,1.00,0.045
115.00,DOWNWIND,148.75,142.26,41.02,0.01,2.8,-3.7,3.3,-769.3,-1601,0.68,0.007,-0.020,0.00,19,,1462,0,956,769,0.05,41.0,1.00,0.045
115.10,DOWNWIND,148.75,142.34,41.02,0.01,2.8,-3.7,3.4,-769.1,-1605,0.68,0.007,-0.020,0.00,19,,1457,0,960,769,0.05,41.0,1.00,0.045
115.20,DOWNWIND,148.75,142.44,41.02,0.01,2.8,-3.6,3.5,-768.9,-1610,0.68,0.007,-0.020,0.00,18,,1453,0,965,769,0.05,41.0,1.00,0.045
115.30,DOWNWIND,148.75,142.53,41.02,0.01,2.8,-3.6,3.6,-768.6,-1614,0.68,0.007,-0.020,0.00,18,,1449,0,969,769,0.05,41.0,1.00,0.045
115.40,DOWNWIND,148.75,142.62,41.02,0.01,2.8,-3.5,3.7,-768.4,-1619,0.68,0.007,-0.020,0.00,18,,1444,0,974,768,0.05,41.0,1.00,0.045
115.50,DOWNWIND,148.75,142.71,41.02,0.00,2.7,-3.4,3.9,-768.2,-1623,0.68,0.007,-0.020,0.00,18,,1440,0,978,768,0.05,41.0,1.00,0.045
115.60,DOWNWIND,148.75,142.78,41.02,0.00,2.7,-3.4,4.0,-767.9,-1627,0.68,0.008,-0.020,0.00,17,,1436,0,982,768,0.05,41.0,1.00,0.045
115.70,DOWNWIND,148.75,142.85,41.02,0.00,2.7,-3.3,4.1,-767.6,-1632,0.68,0.008,-0.020,0.00,17,,1431,0,987,768,0.05,41.0,1.00,0.045
115.80,DOWNWIND,148.75,142.89,41.02,0.00,2.7,-3.2,4.2,-767.4,-1636,0.68,0.008,-0.020,0.00,17,,1427,0,991,767,0.05,41.0,1.00,0.045
115.90,DOWNWIND,148.75,142.91,41.02,0.00,2.7,-3.1,4.4,-767.1,-1640,0.68,0.008,-0.020,0.00,17,,1422,0,995,767,0.05,41.0,1.00,0.045
116.00,DOWNWIND,148.75,142.89,41.02,0.00,2.7,-3.1,4.5,-766.8,-1645,0.68,0.008,-0.020,0.00,16,,1418,0,1000,767,0.05,41.0,1.00,0.045
116.10,DOWNWIND,148.75,142.85,41.02,0.00,2.7,-3.0,4.6,-766.6,-1649,0.68,0.008,-0.020,0.00,16,,1414,0,1004,767,0.05,41.0,1.00,0.045
116.20,DOWNWIND,148.75,142.78,41.02,0.00,2.7,-2.9,4.7,-766.3,-1654,0.68,0.008,-0.020,0.00,16,,1409,0,1009,766,0.05,41.0,1.00,0.045
116.30,DOWNWIND,148.75,142.69,41.02,0.00,2.7,-2.9,4.8,-766.0,-1658,0.68,0.008,-0.020,0.00,16,,1405,0,1013,766,0.05,41.0,1.00,0.045
116.40,DOWNWIND,148.75,142.60,41.02,0.00,2.7,-2.8,4.9,-765.7,-1662,0.68,0.008,-0.020,0.00,15,,1400,0,1017,766,0.05,41.0,1.00,0.045
116.50,DOWNWIND,148.75,142.49,41.02,0.00,2.7,-2.7,5.1,-765.4,-1667,0.68,0.008,-0.020,0.00,15,,1396,0,1022,765,0.05,41.0,1.00,0.045
116.60,DOWNWIND,148.75,142.37,41.02,0.00,2.7,-2.6,5.2,-765.1,-1671,0.68,0.008,-0.020,0.00,15,,1392,0,1026,765,0.05,41.0,1.00,0.045
116.70,DOWNWIND,148.75,142.24,41.02,0.00,2.7,-2.5,5.3,-764.8,-1676,0.68,0.008,-0.020,0.00,14,,1387,0,1031,765,0.05,41.0,1.00,0.045
116.80,DOWNWIND,148.76,142.09,41.02,0.00,2.7,-2.5,5.4,-764.5,-1680,0.68,0.008,-0.020,0.00,14,,1383,0,1035,764,0.05,41.0,1.00,0.045
116.90,DOWNWIND,148.76,141.92,41.02,0.00,2.7,-2.4,5.5,-764.2,-1684,0.68,0.008,-0.020,0.00,14,,1379,0,1039,764,0.05,41.0,1.00,0.045
117.00,DOWNWIND,148.76,141.74,41.02,0.00,2.7,-2.3,5.6,-763.8,-1689,0.68,0.008,-0.020,0.00,13,,1374,0,1044,764,0.05,41.0,1.00,0.046
117.10,DOWNWIND,148.76,141.55,41.02,0.00,2.7,-2.2,5.7,-763.5,-1693,0.68,0.008,-0.020,0.00,13,,1370,0,1048,764,0.05,41.0,1.00,0.046
117.20,DOWNWIND,148.76,141.35,41.02,0.01,2.7,-2.1,5.8,-763.2,-1697,0.68,0.008,-0.020,0.00,13,,1365,0,1052,763,0.05,41.0,1.00,0.046
117.30,DOWNWIND,148.76,141.13,41.03,0.01,2.7,-2.1,5.9,-762.9,-1702,0.68,0.008,-0.020,0.00,12,,1361,0,1057,763,0.05,41.0,1.00,0.046
117.40,DOWNWIND,148.76,140.91,41.03,0.01,2.7,-2.0,6.0,-762.5,-1706,0.68,0.008,-0.020,0.00,12,,1357,0,1061,763,0.05,41.0,1.00,0.046
117.50,DOWNWIND,148.76,140.68,41.03,0.01,2.7,-1.9,6.1,-762.2,-1711,0.68,0.008,-0.020,0.00,12,,1352,0,1066,762,0.05,41.0,1.00,0.046
117.60,DOWNWIND,148.76,140.44,41.03,0.01,2.7,-1.8,6.2,-761.9,-1715,0.68,0.008,-0.020,0.00,11,,1348,0,1070,762,0.05,41.0,1.00,0.046
117.70,DOWNWIND,148.76,140.20,41.03,0.01,2.7,-1.7,6.3,-761.5,-1719,0.68,0.008,-0.020,0.00,11,,1344,0,1074,762,0.05,41.0,1.00,0.046
117.80,DOWNWIND,148.76,139.95,41.03,0.01,2.7,-1.6,6.4,-761.2,-1724,0.68,0.008,-0.020,0.00,11,,1339,0,1079,761,0.05,41.0,1.00,0.046
117.90,DOWNWIND,148.76,139.69,41.03,0.01,2.7,-1.6,6.5,-760.8,-1728,0.68,0.008,-0.020,0.00,10,,1335,0,1083,761,0.05,41.0,1.00,0.046
118.00,DOWNWIND,148.76,139.42,41.03,0.01,2.7,-1.5,6.6,-760.5,-1732,0.68,0.008,-0.020,0.00,10,,1330,0,1087,760,0.05,41.0,1.00,0.046
118.10,DOWNWIND,148.76,139.15,41.03,0.01,2.7,-1.4,6.7,-760.1,-1737,0.68,0.008,-0.020,0.00,10,,1326,0,1092,760,0.05,41.0,1.00,0.046
118.20,DOWNWIND,148.76,138.87,41.03,0.01,2.7,-1.3,6.8,-759.8,-1741,0.68,0.008,-0.020,0.00,9,,1322,0,1096,760,0.05,41.0,1.00,0.046
118.30,DOWNWIND,148.76,138.59,41.03,0.01,2.7,-1.2,6.9,-759.4,-1746,0.68,0.008,-0.020,0.00,9,,1317,0,1101,759,0.05,41.0,1.00,0.046
118.40,DOWNWIND,148.77,138.32,41.03,0.01,2.7,-1.1,7.0,-759.1,-1750,0.68,0.008,-0.020,0.00,9,,1313,0,1105,759,0.05,41.0,1.00,0.046
118.50,DOWNWIND,148.77,138.04,41.03,0.01,2.7,-1.0,7.0,-758.7,-1754,0.68,0.008,-0.020,0.00,8,,1309,0,1109,759,0.05,41.0,1.00,0.046
118.60,DOWNWIND,148.77,137.78,41.03,0.01,2.7,-0.9,7.1,-758.3,-1759,0.68,0.008,-0.020,0.00,8,,1304,0,1114,758,0.05,41.0,1.00,0.046
118.70,DOWNWIND,148.77,137.51,41.03,0.01,2.7,-0.9,7.2,-758.0,-1763,0.68,0.008,-0.020,0.00,8,,1300,0,1118,758,0.05,41.0,1.00,0.046
118.80,DOWNWIND,148.77,137.26,41.03,0.01,2.7,-0.8,7.3,-757.6,-1767,0.68,0.008,-0.020,0.00,7,,1295,0,1122,758,0.05,41.0,1.00,0.046
118.90,DOWNWIND,148.77,137.01,41.03,0.01,2.7,-0.7,7.4,-757.2,-1772,0.68,0.008,-0.020,0.00,7,,1291,0,1127,757,0.05,41.0,1.00,0.046
119.00,DOWNWIND,148.77,136.78,41.03,0.01,2.7,-0.6,7.4,-756.9,-1776,0.68,0.008,-0.020,0.00,6,,1287,0,1131,757,0.04,41.0,1.00,0.046
119.10,DOWNWIND,148.77,136.56,41.03,0.01,2.7,-0.5,7.5,-756.5,-1780,0.68,0.008,-0.020,0.00,6,,1282,0,1135,757,0.04,41.0,1.00,0.046
119.20,DOWNWIND,148.77,136.36,41.03,0.01,2.7,-0.4,7.6,-756.1,-1785,0.68,0.008,-0.020,0.00,6,,1278,0,1140,756,0.04,41.0,1.00,0.046
119.30,DOWNWIND,148.78,136.17,41.03,0.01,2.7,-0.3,7.7,-755.8,-1789,0.68,0.008,-0.020,0.00,5,,1274,0,1144,756,0.04,41.0,1.00,0.046
119.40,DOWNWIND,148.78,135.99,41.03,0.01,2.7,-0.2,7.7,-755.4,-1794,0.68,0.008,-0.020,0.00,5,,1269,0,1149,755,0.04,41.0,1.00,0.046
119.50,DOWNWIND,148.78,135.84,41.03,0.01,2.7,-0.2,7.8,-755.0,-1798,0.68,0.008,-0.020,0.00,5,,1265,0,1153,755,0.04,41.0,1.00,0.046
119.60,DOWNWIND,148.78,135.70,41.03,0.01,2.7,-0.1,7.9,-754.7,-1802,0.68,0.008,-0.020,0.00,4,,1261,0,1157,755,0.04,41.0,1.00,0.046
119.70,DOWNWIND,148.78,135.59,41.03,0.01,2.7,0.0,7.9,-754.3,-1807,0.68,0.008,-0.020,0.00,4,,1256,0,1162,754,0.04,41.0,1.00,0.046
119.80,DOWNWIND,148.78,135.49,41.03,0.01,2.7,0.1,8.0,-753.9,-1811,0.68,0.008,-0.020,0.00,3,,1252,0,1166,754,0.04,41.0,1.00,0.046
119.90,DOWNWIND,148.78,135.41,41.03,0.01,2.7,0.2,8.0,-753.6,-1815,0.68,0.008,-0.020,0.00,3,,1247,0,1170,754,0.04,41.0,1.00,0.046
120.00,DOWNWIND,148.79,135.34,41.03,0.01,2.7,0.3,8.1,-753.2,-1820,0.68,0.008,-0.020,0.00,3,,1243,0,1175,753,0.04,41.0,1.00,0.046
120.10,DOWNWIND,148.79,135.29,41.02,0.01,2.7,0.4,8.2,-752.8,-1824,0.68,0.008,-0.020,0.00,2,,1239,0,1179,753,0.04,41.0,1.00,0.046
120.20,DOWNWIND,148.79,135.24,41.02,0.01,2.7,0.5,8.2,-752.5,-1829,0.68,0.008,-0.020,0.00,2,,1234,0,1184,752,0.04,41.0,1.00,0.046
120.30,DOWNWIND,148.79,135.21,41.02,0.01,2.7,0.5,8.3,-752.1,-1833,0.68,0.008,-0.020,0.00,2,,1230,0,1188,752,0.04,41.0,1.00,0.046
120.40,DOWNWIND,148.79,135.17,41.02,0.01,2.7,0.6,8.3,-751.7,-1837,0.68,0.008,-0.020,0.00,1,,1226,0,1192,752,0.04,41.0,1.00,0.046
120.50,DOWNWIND,148.79,135.15,41.02,0.01,2.7,0.7,8.3,-751.4,-1842,0.68,0.008,-0.019,0.00,1,,1221,0,1197,751,0.04,41.0,1.00,0.046
120.60,DOWNWIND,148.79,135.12,41.02,0.01,2.7,0.8,8.4,-751.0,-1846,0.68,0.008,-0.019,0.00,1,,1217,0,1201,751,0.04,41.0,1.00,0.046
120.70,DOWNWIND,148.80,135.10,41.02,0.01,2.7,0.9,8.4,-750.7,-1850,0.68,0.008,-0.019,0.00,0,,1212,0,1205,751,0.04,41.0,1.00,0.046
120.80,DOWNWIND,148.80,135.07,41.02,0.01,2.7,1.0,8.5,-750.3,-1855,0.68,0.008,-0.019,0.00,0,,1208,0,1210,750,0.04,41.0,1.00,0.046
120.90,DOWNWIND,148.80,135.05,41.02,0.01,2.7,1.0,8.5,-749.9,-1859,0.68,0.008,-0.019,0.00,1,,1204,0,1214,750,0.04,41.0,1.00,0.046
121.00,DOWNWIND,148.80,135.01,41.02,0.01,2.7,1.1,8.5,-749.6,-1863,0.68,0.008,-0.019,0.00,1,,1199,0,1218,750,0.04,41.0,1.00,0.046
121.10,DOWNWIND,148.80,134.97,41.02,0.01,2.7,1.2,8.6,-749.2,-1868,0.68,0.008,-0.019,0.00,1,,1195,0,1223,749,0.04,41.0,1.00,0.046
121.20,DOWNWIND,148.80,134.92,41.02,0.01,2.7,1.3,8.6,-748.9,-1872,0.68,0.008,-0.019,0.00,2,,1191,0,1227,749,0.04,41.0,1.00,0.046
121.30,DOWNWIND,148.80,134.85,41.02,0.01,2.7,1.4,8.6,-748.5,-1877,0.68,0.008,-0.019,0.00,2,,1186,0,1232,749,0.04,41.0,1.00,0.046
121.40,DOWNWIND,148.80,134.79,41.02,0.01,2.7,1.4,8.7,-748.2,-1881,0.68,0.008,-0.019,0.00,2,,1182,0,1236,748,0.04,41.0,1.00,0.046
121.50,DOWNWIND,148.80,134.72,41.02,0.01,2.7,1.5,8.7,-747.8,-1885,0.68,0.008,-0.019,0.00,3,,1178,0,1240,748,0.04,41.0,1.00,0.046
121.60,DOWNWIND,148.80,134.65,41.02,0.01,2.7,1.6,8.7,-747.5,-1890,0.68,0.009,-0.019,0.00,3,,1173,0,1245,748,0.04,41.0,1.00,0.046
121.70,DOWNWIND,148.81,134.58,41.02,0.01,2.7,1.7,8.7,-747.2,-1894,0.68,0.009,-0.019,0.00,3,,1169,0,1249,747,0.04,41.0,1.00,0.046
121.80,DOWNWIND,148.81,134.51,41.02,0.01,2.7,1.7,8.7,-746.8,-1898,0.68,0.009,-0.019,0.00,4,,1164,0,1253,747,0.04,41.0,1.00,0.046
121.90,DOWNWIND,148.81,134.45,41.02,0.01,2.7,1.8,8.8,-746.5,-1903,0.68,0.009,-0.019,0.00,4,,1160,0,1258,746,0.04,41.0,1.00,0.046
122.00,DOWNWIND,148.81,134.39,41.02,0.01,2.7,1.9,8.8,-746.2,-1907,0.68,0.009,-0.019,0.00,4,,1156,0,1262,746,0.04,41.0,1.00,0.046
122.10,DOWNWIND,148.81,134.35,41.02,0.00,2.7,2.0,8.8,-745.8,-1912,0.68,0.009,-0.019,0.00,5,,1151,0,1267,746,0.04,41.0,1.00,0.046
122.20,DOWNWIND,148.81,134.33,41.02,0.00,2.7,2.0,8.8,-745.5,-1916,0.68,0.009,-0.019,0.00,5,,1147,0,1271,746,0.04,41.0,1.00,0.046
122.30,DOWNWIND,148.81,134.32,41.02,0.00,2.7,2.1,8.8,-745.2,-1920,0.68,0.009,-0.019,0.00,5,,1143,0,1275,745,0.04,41.0,1.00,0.046
122.40,DOWNWIND,148.81,134.33,41.02,0.00,2.7,2.2,8.8,-744.9,-1925,0.68,0.009,-0.019,0.00,6,,1138,0,1280,745,0.04,41.0,1.00,0.046
122.50,DOWNWIND,148.81,134.36,41.02,0.00,2.7,2.2,8.8,-744.6,-1929,0.68,0.009,-0.019,0.00,6,,1134,0,1284,745,0.04,41.0,1.00,0.046
122.60,DOWNWIND,148.81,134.42,41.02,0.00,2.7,2.3,8.8,-744.3,-1933,0.68,0.009,-0.019,0.00,6,,1129,0,1288,744,0.04,41.0,1.00,0.046
122.70,DOWNWIND,148.81,134.48,41.02,0.00,2.7,2.4,8.8,-744.0,-1938,0.68,0.009,-0.019,0.00,7,,1125,0,1293,744,0.04,41.0,1.00,0.046
122.80,DOWNWIND,148.81,134.56,41.02,0.00,2.7,2.4,8.8,-743.7,-1942,0.68,0.009,-0.019,0.00,7,,1121,0,1297,744,0.04,41.0,1.00,0.046
122.90,DOWNWIND,148.81,134.66,41.02,0.00,2.7,2.5,8.8,-743.4,-1947,0.68,0.009,-0.019,0.00,7,,1116,0,1302,743,0.04,41.0,1.00,0.046
123.00,DOWNWIND,148.81,134.76,41.02,0.00,2.7,2.5,8.8,-743.1,-1951,0.68,0.009,-0.019,0.00,7,,1112,0,1306,743,0.04,41.0,1.00,0.046
123.10,DOWNWIND,148.81,134.87,41.02,0.00,2.7,2.6,8.8,-742.8,-1955,0.68,0.009,-0.019,0.00,8,,1108,0,1310,743,0.04,41.0,1.00,0.046
123.20,DOWNWIND,148.81,134.99,41.02,0.00,2.7,2.7,8.7,-742.5,-1960,0.68,0.009,-0.019,0.00,8,,1103,0,1315,743,0.04,41.0,1.00,0.046
123.30,DOWNWIND,148.81,135.10,41.02,0.00,2.7,2.7,8.7,-742.2,-1964,0.68,0.009,-0.019,0.00,8,,1099,0,1319,742,0.04,41.0,1.00,0.046
123.40,DOWNWIND,148.81,135.21,41.02,0.00,2.7,2.8,8.7,-742.0,-1968,0.68,0.009,-0.019,0.00,9,,1094,0,1323,742,0.04,41.0,1.00,0.046
123.50,DOWNWIND,148.81,135.31,41.02,0.00,2.7,2.8,8.7,-741.7,-1973,0.68,0.009,-0.019,0.00,9,,1090,0,1328,742,0.04,41.0,1.00,0.046
123.60,DOWNWIND,148.81,135.40,41.02,0.00,2.7,2.9,8.7,-741.4,-1977,0.68,0.009,-0.019,0.00,9,,1086,0,1332,741,0.04,41.0,1.00,0.046
123.70,DOWNWIND,148.81,135.48,41.02,-0.00,2.7,2.9,8.6,-741.2,-1982,0.68,0.009,-0.019,0.00,9,,1081,0,1337,741,0.04,41.0,1.00,0.046
123.80,DOWNWIND,148.81,135.53,41.02,-0.00,2.7,3.0,8.6,-740.9,-1986,0.68,0.009,-0.019,0.00,10,,1077,0,1341,741,0.04,41.0,1.00,0.046
123.90,DOWNWIND,148.81,135.57,41.02,-0.00,2.7,3.0,8.6,-740.7,-1990,0.68,0.009,-0.019,0.00,10,,1072,0,1345,741,0.04,41.0,1.00,0.046
124.00,DOWNWIND,148.81,135.60,41.02,-0.00,2.7,3.1,8.6,-740.4,-1995,0.68,0.009,-0.019,0.00,10,,1068,0,1350,740,0.04,41.0,1.00,0.046
124.10,DOWNWIND,148.81,135.64,41.02,-0.00,2.7,3.1,8.5,-740.2,-1999,0.68,0.009,-0.018,0.00,10,,1064,0,1354,740,0.04,41.0,1.00,0.046
124.20,DOWNWIND,148.81,135.69,41.02,-0.00,2.7,3.2,8.5,-740.0,-2004,0.68,0.009,-0.018,0.00,11,,1059,0,1359,740,0.04,41.0,1.00,0.046
124.30,DOWNWIND,148.81,135.74,41.02,-0.00,2.7,3.2,8.4,-739.7,-2008,0.68,0.009,-0.018,0.00,11,,1055,0,1363,740,0.04,41.0,1.00,0.047
124.40,DOWNWIND,148.81,135.80,41.02,-0.00,2.7,3.3,8.4,-739.5,-2012,0.68,0.009,-0.018,0.00,11,,1051,0,1367,740,0.04,41.0,1.00,0.047
124.50,DOWNWIND,148.81,135.86,41.02,-0.00,2.7,3.3,8.4,-739.3,-2017,0.68,0.009,-0.018,0.00,11,,1046,0,1372,739,0.04,41.0,1.00,0.047
124.60,DOWNWIND,148.81,135.93,41.02,-0.00,2.7,3.3,8.3,-739.1,-2021,0.68,0.009,-0.018,0.00,11,,1042,0,1376,739,0.04,41.0,1.00,0.047
124.70,DOWNWIND,148.81,135.99,41.02,-0.00,2.7,3.4,8.3,-738.9,-2025,0.68,0.009,-0.018,0.00,12,,1037,0,1380,739,0.04,41.0,1.00,0.047
124.80,DOWNWIND,148.81,136.06,41.02,-0.00,2.7,3.4,8.2,-738.7,-2030,0.68,0.009,-0.018,0.00,12,,1033,0,1385,739,0.04,41.0,1.00,0.047
124.90,DOWNWIND,148.81,136.13,41.02,-0.00,2.7,3.4,8.2,-738.5,-2034,0.68,0.009,-0.018,0.00,12,,1029,0,1389,738,0.04,41.0,1.00,0.047
125.00,DOWNWIND,148.81,136.21,41.02,-0.00,2.7,3.5,8.1,-738.3,-2039,0.68,0.009,-0.018,0.00,12,,1024,0,1394,738,0.04,41.0,1.00,0.047
125.10,DOWNWIND,148.81,136.28,41.02,-0.00,2.7,3.5,8.1,-738.1,-2043,0.68,0.009,-0.018,0.00,12,,1020,0,1398,738,0.04,41.0,1.00,0.047
125.20,DOWNWIND,148.81,136.35,41.02,-0.00,2.7,3.5,8.0,-737.9,-2047,0.68,0.009,-0.018,0.00,13,,1015,0,1402,738,0.04,41.0,1.00,0.047
125.30,DOWNWIND,148.81,136.43,41.02,-0.00,2.7,3.6,8.0,-737.8,-2052,0.68,0.009,-0.018,0.00,13,,1011,0,1407,738,0.04,41.0,1.00,0.047
125.40,DOWNWIND,148.81,136.50,41.02,0.00,2.7,3.6,7.9,-737.6,-2056,0.68,0.009,-0.018,0.00,13,,1007,0,1411,738,0.04,41.0,1.00,0.047
125.50,DOWNWIND,148.81,136.54,41.02,0.00,2.7,3.6,7.8,-737.5,-2061,0.68,0.009,-0.018,0.00,13,,1002,0,1416,737,0.04,41.0,1.00,0.047
125.60,DOWNWIND,148.81,136.58,41.02,0.00,2.7,3.6,7.8,-737.3,-2065,0.68,0.009,-0.018,0.00,13,,998,0,1420,737,0.04,41.0,1.00,0.047
