t,phase,agl,aglT,V,vs,pitch,bank,e,xt,s,thr,de,dr,flap,offtrack,above,rem,onG,x,z,hdotC,Vc,wK,thC
125.70,DOWNWIND,148.81,136.60,41.02,0.00,2.7,3.7,7.7,-737.2,-2069,0.68,0.009,-0.018,0.00,13,,993,0,1424,737,0.04,41.0,1.00,0.047
125.80,DOWNWIND,148.81,136.61,41.02,0.00,2.7,3.7,7.7,-737.0,-2074,0.68,0.009,-0.018,0.00,13,,989,0,1429,737,0.04,41.0,1.00,0.047
125.90,DOWNWIND,148.81,136.62,41.02,0.00,2.7,3.7,7.6,-736.9,-2078,0.68,0.009,-0.018,0.00,14,,985,0,1433,737,0.04,41.0,1.00,0.047
126.00,DOWNWIND,148.81,136.63,41.02,0.00,2.7,3.7,7.5,-736.8,-2083,0.68,0.009,-0.018,0.00,14,,980,0,1438,737,0.04,41.0,1.00,0.047
126.10,DOWNWIND,148.81,136.64,41.02,0.00,2.7,3.7,7.5,-736.7,-2087,0.68,0.009,-0.018,0.00,14,,976,0,1442,737,0.04,41.0,1.00,0.047
126.20,DOWNWIND,148.81,136.66,41.02,0.00,2.7,3.7,7.4,-736.5,-2091,0.68,0.009,-0.018,0.00,14,,971,0,1446,737,0.04,41.0,1.00,0.047
126.30,DOWNWIND,148.81,136.69,41.02,0.00,2.7,3.8,7.3,-736.4,-2096,0.68,0.009,-0.018,0.00,14,,967,0,1451,736,0.04,41.0,1.00,0.047
126.40,DOWNWIND,148.81,136.75,41.02,0.00,2.7,3.8,7.2,-736.3,-2100,0.68,0.009,-0.018,0.00,14,,963,0,1455,736,0.04,41.0,1.00,0.047
126.50,DOWNWIND,148.81,136.82,41.02,0.00,2.7,3.8,7.2,-736.2,-2105,0.68,0.009,-0.018,0.00,14,,958,0,1460,736,0.04,41.0,1.00,0.047
126.60,DOWNWIND,148.81,136.92,41.02,0.00,2.7,3.8,7.1,-736.2,-2109,0.68,0.009,-0.018,0.00,14,,954,0,1464,736,0.04,41.0,1.00,0.047
126.70,DOWNWIND,148.81,137.05,41.02,0.00,2.7,3.8,7.0,-736.1,-2113,0.68,0.009,-0.018,0.00,14,,949,0,1468,736,0.04,41.0,1.00,0.047
126.80,DOWNWIND,148.81,137.21,41.02,0.00,2.7,3.8,6.9,-736.0,-2118,0.68,0.009,-0.018,0.00,14,,945,0,1473,736,0.04,41.0,1.00,0.047
126.90,DOWNWIND,148.81,137.36,41.02,0.00,2.7,3.8,6.9,-735.9,-2122,0.68,0.009,-0.018,0.00,15,,941,0,1477,736,0.04,41.0,1.00,0.047
127.00,DOWNWIND,148.81,137.51,41.02,0.00,2.7,3.8,6.8,-735.9,-2127,0.68,0.009,-0.018,0.00,15,,936,0,1482,736,0.04,41.0,1.00,0.047
127.10,DOWNWIND,148.81,137.66,41.02,0.01,2.7,3.8,6.7,-735.8,-2131,0.68,0.009,-0.018,0.00,15,,932,0,1486,736,0.04,41.0,1.00,0.047
127.20,DOWNWIND,148.81,137.80,41.02,0.01,2.7,3.8,6.6,-735.8,-2135,0.68,0.009,-0.018,0.00,15,,927,0,1490,736,0.04,41.0,1.00,0.047
127.30,DOWNWIND,148.82,137.94,41.01,0.01,2.7,3.8,6.5,-735.7,-2140,0.68,0.009,-0.018,0.00,15,,923,0,1495,736,0.04,41.0,1.00,0.047
127.40,DOWNWIND,148.82,138.08,41.01,0.01,2.7,3.8,6.4,-735.7,-2144,0.68,0.009,-0.018,0.00,15,,919,0,1499,736,0.04,41.0,1.00,0.047
127.50,DOWNWIND,148.82,138.22,41.01,0.01,2.7,3.8,6.4,-735.7,-2149,0.68,0.009,-0.018,0.00,15,,914,0,1504,736,0.04,41.0,1.00,0.047
127.60,DOWNWIND,148.82,138.37,41.01,0.01,2.7,3.8,6.3,-735.7,-2153,0.68,0.009,-0.018,0.00,15,,910,0,1508,736,0.04,41.0,1.00,0.047
127.70,DOWNWIND,148.82,138.51,41.01,0.01,2.7,3.7,6.2,-735.6,-2157,0.68,0.009,-0.018,0.00,15,,905,0,1512,736,0.04,41.0,1.00,0.047
127.80,DOWNWIND,148.82,138.65,41.01,0.01,2.7,3.7,6.1,-735.6,-2162,0.68,0.009,-0.018,0.00,15,,901,0,1517,736,0.04,41.0,1.00,0.047
127.90,DOWNWIND,148.82,138.80,41.01,0.01,2.7,3.7,6.0,-735.6,-2166,0.68,0.009,-0.018,0.00,15,,897,0,1521,736,0.04,41.0,1.00,0.047
128.00,DOWNWIND,148.82,138.96,41.01,0.01,2.7,3.7,5.9,-735.6,-2171,0.68,0.009,-0.018,0.00,15,,892,0,1526,736,0.04,41.0,1.00,0.047
128.10,DOWNWIND,148.82,139.12,41.01,0.01,2.7,3.7,5.8,-735.7,-2175,0.68,0.009,-0.018,0.00,15,,888,0,1530,736,0.04,41.0,1.00,0.047
128.20,DOWNWIND,148.82,139.29,41.01,0.01,2.7,3.7,5.7,-735.7,-2180,0.68,0.009,-0.018,0.00,15,,883,0,1535,736,0.04,41.0,1.00,0.047
128.30,DOWNWIND,148.82,139.44,41.01,0.01,2.7,3.7,5.6,-735.7,-2184,0.68,0.009,-0.018,0.00,15,,879,0,1539,736,0.03,41.0,1.00,0.047
128.40,DOWNWIND,148.82,139.59,41.01,0.01,2.7,3.6,5.5,-735.7,-2188,0.68,0.009,-0.018,0.00,15,,874,0,1543,736,0.03,41.0,1.00,0.047
128.50,DOWNWIND,148.82,139.73,41.01,0.01,2.7,3.6,5.4,-735.8,-2193,0.68,0.009,-0.018,0.00,15,,870,0,1548,736,0.03,41.0,1.00,0.047
128.60,DOWNWIND,148.82,139.86,41.01,0.01,2.7,3.6,5.3,-735.8,-2197,0.68,0.009,-0.018,0.00,15,,866,0,1552,736,0.03,41.0,1.00,0.047
128.70,DOWNWIND,148.82,139.98,41.01,0.01,2.7,3.6,5.3,-735.9,-2202,0.68,0.009,-0.018,0.00,15,,861,0,1557,736,0.03,41.0,1.00,0.047
128.80,DOWNWIND,148.83,140.10,41.01,0.01,2.7,3.5,5.2,-735.9,-2206,0.68,0.009,-0.018,0.00,15,,857,0,1561,736,0.03,41.0,1.00,0.047
128.90,DOWNWIND,148.83,140.21,41.01,0.01,2.7,3.5,5.1,-736.0,-2210,0.68,0.009,-0.018,0.00,14,,852,0,1565,736,0.03,41.0,1.00,0.047
129.00,DOWNWIND,148.83,140.31,41.01,0.01,2.7,3.5,5.0,-736.1,-2215,0.68,0.009,-0.018,0.00,14,,848,0,1570,736,0.03,41.0,1.00,0.047
129.10,DOWNWIND,148.83,140.40,41.01,0.01,2.7,3.4,4.9,-736.1,-2219,0.68,0.009,-0.018,0.00,14,,844,0,1574,736,0.03,41.0,1.00,0.047
129.20,DOWNWIND,148.83,140.49,41.01,0.01,2.7,3.4,4.8,-736.2,-2224,0.68,0.009,-0.018,0.00,14,,839,0,1579,736,0.03,41.0,1.00,0.047
129.30,DOWNWIND,148.83,140.57,41.01,0.01,2.7,3.4,4.7,-736.3,-2228,0.68,0.009,-0.018,0.00,14,,835,0,1583,736,0.03,41.0,1.00,0.047
129.40,DOWNWIND,148.83,140.65,41.01,0.01,2.7,3.3,4.6,-736.4,-2233,0.68,0.009,-0.018,0.00,14,,830,0,1588,736,0.03,41.0,1.00,0.047
129.50,DOWNWIND,148.83,140.73,41.01,0.01,2.7,3.3,4.5,-736.5,-2237,0.68,0.009,-0.018,0.00,14,,826,0,1592,736,0.03,41.0,1.00,0.047
129.60,DOWNWIND,148.83,140.82,41.01,0.01,2.7,3.3,4.4,-736.6,-2241,0.68,0.009,-0.018,0.00,14,,822,0,1596,737,0.03,41.0,1.00,0.047
129.70,DOWNWIND,148.83,140.92,41.01,0.01,2.7,3.2,4.3,-736.7,-2246,0.68,0.009,-0.018,0.00,14,,817,0,1601,737,0.03,41.0,1.00,0.047
129.80,DOWNWIND,148.83,141.04,41.01,0.01,2.7,3.2,4.2,-736.8,-2250,0.68,0.009,-0.018,0.00,14,,813,0,1605,737,0.03,41.0,1.00,0.047
129.90,DOWNWIND,148.84,141.16,41.01,0.01,2.7,3.1,4.1,-736.9,-2255,0.68,0.009,-0.018,0.00,14,,808,0,1610,737,0.03,41.0,1.00,0.047
130.00,DOWNWIND,148.84,141.30,41.01,0.01,2.7,3.1,4.0,-737.1,-2259,0.68,0.009,-0.018,0.00,13,,804,0,1614,737,0.03,41.0,1.00,0.047
130.10,DOWNWIND,148.84,141.43,41.01,0.01,2.7,3.1,3.9,-737.2,-2263,0.68,0.009,-0.018,0.00,13,,799,0,1618,737,0.03,41.0,1.00,0.047
130.20,DOWNWIND,148.84,141.58,41.01,0.01,2.7,3.0,3.8,-737.3,-2268,0.68,0.009,-0.018,0.00,13,,795,0,1623,737,0.03,41.0,1.00,0.047
130.30,DOWNWIND,148.84,141.72,41.01,0.01,2.7,3.0,3.7,-737.5,-2272,0.68,0.009,-0.018,0.00,13,,791,0,1627,737,0.03,41.0,1.00,0.047
130.40,DOWNWIND,148.84,141.86,41.01,0.01,2.7,2.9,3.6,-737.6,-2277,0.68,0.009,-0.018,0.00,13,,786,0,1632,738,0.03,41.0,1.00,0.047
130.50,DOWNWIND,148.84,141.99,41.01,0.01,2.7,2.9,3.5,-737.8,-2281,0.68,0.009,-0.018,0.00,13,,782,0,1636,738,0.03,41.0,1.00,0.047
130.60,DOWNWIND,148.84,142.11,41.01,0.01,2.7,2.8,3.4,-737.9,-2286,0.68,0.009,-0.018,0.00,13,,777,0,1641,738,0.03,41.0,1.00,0.047
130.70,DOWNWIND,148.85,142.23,41.01,0.01,2.7,2.8,3.3,-738.1,-2290,0.68,0.009,-0.018,0.00,12,,773,0,1645,738,0.03,41.0,1.00,0.047
130.80,DOWNWIND,148.85,142.33,41.01,0.01,2.7,2.7,3.2,-738.3,-2294,0.68,0.009,-0.018,0.00,12,,769,0,1649,738,0.03,41.0,1.00,0.047
130.90,DOWNWIND,148.85,142.41,41.01,0.01,2.7,2.7,3.1,-738.5,-2299,0.68,0.009,-0.018,0.00,12,,764,0,1654,738,0.03,41.0,1.00,0.047
131.00,DOWNWIND,148.85,142.48,41.01,0.01,2.7,2.6,3.0,-738.6,-2303,0.68,0.009,-0.018,0.00,12,,760,0,1658,739,0.03,41.0,1.00,0.047
131.10,DOWNWIND,148.85,142.58,41.01,0.01,2.7,2.6,2.9,-738.8,-2308,0.68,0.009,-0.018,0.00,12,,755,0,1663,739,0.03,41.0,1.00,0.047
131.20,DOWNWIND,148.85,142.69,41.01,0.01,2.7,2.5,2.8,-739.0,-2312,0.68,0.009,-0.018,0.00,11,,751,0,1667,739,0.03,41.0,1.00,0.047
131.30,DOWNWIND,148.85,142.81,41.01,0.01,2.7,2.4,2.7,-739.2,-2316,0.68,0.009,-0.018,0.00,11,,746,0,1671,739,0.03,41.0,1.00,0.047
131.40,DOWNWIND,148.86,142.95,41.01,0.01,2.7,2.4,2.6,-739.4,-2321,0.68,0.009,-0.018,0.00,11,,742,0,1676,739,0.03,41.0,1.00,0.047
131.50,DOWNWIND,148.86,143.09,41.01,0.01,2.7,2.3,2.5,-739.6,-2325,0.68,0.009,-0.018,0.00,11,,738,0,1680,740,0.03,41.0,1.00,0.047
131.60,DOWNWIND,148.86,143.23,41.01,0.01,2.7,2.3,2.4,-739.8,-2330,0.68,0.009,-0.018,0.00,11,,733,0,1685,740,0.03,41.0,1.00,0.047
131.70,DOWNWIND,148.86,143.37,41.01,0.01,2.7,2.2,2.3,-740.0,-2334,0.68,0.009,-0.018,0.00,10,,729,0,1689,740,0.03,41.0,1.00,0.047
131.80,DOWNWIND,148.86,143.51,41.01,0.01,2.7,2.1,2.3,-740.2,-2339,0.68,0.009,-0.018,0.00,10,,724,0,1694,740,0.03,41.0,1.00,0.047
131.90,DOWNWIND,148.86,143.63,41.01,0.01,2.7,2.1,2.2,-740.4,-2343,0.68,0.008,-0.018,0.00,10,,720,0,1698,740,0.03,41.0,1.00,0.047
132.00,DOWNWIND,148.86,143.74,41.01,0.01,2.7,2.0,2.1,-740.7,-2347,0.68,0.008,-0.018,0.00,10,,715,0,1702,741,0.03,41.0,1.00,0.046
132.10,DOWNWIND,148.87,143.84,41.01,0.01,2.7,2.0,2.0,-740.9,-2352,0.68,0.008,-0.018,0.00,10,,711,0,1707,741,0.03,41.0,1.00,0.046
132.20,DOWNWIND,148.87,143.91,41.01,0.01,2.7,1.9,1.9,-741.1,-2356,0.68,0.008,-0.018,0.00,9,,707,0,1711,741,0.03,41.0,1.00,0.046
132.30,DOWNWIND,148.87,143.96,41.01,0.01,2.7,1.8,1.8,-741.3,-2361,0.68,0.008,-0.018,0.00,9,,702,0,1716,741,0.03,41.0,1.00,0.046
132.40,DOWNWIND,148.87,143.98,41.01,0.02,2.7,1.8,1.7,-741.6,-2365,0.68,0.008,-0.018,0.00,9,,698,0,1720,742,0.03,41.0,1.00,0.046
132.50,DOWNWIND,148.87,143.99,41.01,0.02,2.7,1.7,1.6,-741.8,-2369,0.68,0.008,-0.018,0.00,9,,693,0,1724,742,0.02,41.0,1.00,0.046
132.60,DOWNWIND,148.87,143.97,41.01,0.02,2.7,1.6,1.6,-742.0,-2374,0.68,0.008,-0.018,0.00,8,,689,0,1729,742,0.02,41.0,1.00,0.046
132.70,DOWNWIND,148.87,143.95,41.01,0.02,2.7,1.6,1.5,-742.3,-2378,0.68,0.008,-0.018,0.00,8,,685,0,1733,742,0.02,41.0,1.00,0.047
132.80,DOWNWIND,148.88,143.92,41.01,0.02,2.7,1.5,1.4,-742.5,-2383,0.68,0.008,-0.018,0.00,8,,680,0,1738,743,0.02,41.0,1.00,0.047
132.90,DOWNWIND,148.88,143.88,41.01,0.02,2.7,1.4,1.3,-742.8,-2387,0.68,0.008,-0.018,0.00,8,,676,0,1742,743,0.02,41.0,1.00,0.047
133.00,DOWNWIND,148.88,143.84,41.01,0.02,2.7,1.4,1.2,-743.0,-2392,0.68,0.008,-0.018,0.00,7,,671,0,1747,743,0.02,41.0,1.00,0.047
133.10,DOWNWIND,148.88,143.81,41.01,0.02,2.7,1.3,1.1,-743.3,-2396,0.68,0.008,-0.018,0.00,7,,667,0,1751,743,0.02,41.0,1.00,0.047
133.20,DOWNWIND,148.88,143.77,41.01,0.02,2.7,1.2,1.1,-743.6,-2400,0.68,0.008,-0.018,0.00,7,,662,0,1755,744,0.02,41.0,1.00,0.047
133.30,DOWNWIND,148.88,143.75,41.01,0.02,2.7,1.1,1.0,-743.8,-2405,0.68,0.008,-0.018,0.00,7,,658,0,1760,744,0.02,41.0,1.00,0.047
133.40,DOWNWIND,148.89,143.74,41.01,0.02,2.7,1.1,0.9,-744.1,-2409,0.68,0.008,-0.018,0.00,6,,654,0,1764,744,0.02,41.0,1.00,0.046
133.50,DOWNWIND,148.89,143.74,41.01,0.02,2.7,1.0,0.8,-744.3,-2414,0.68,0.008,-0.018,0.00,6,,649,0,1769,744,0.02,41.0,1.00,0.046
133.60,DOWNWIND,148.89,143.77,41.01,0.02,2.7,0.9,0.8,-744.6,-2418,0.68,0.008,-0.018,0.00,6,,645,0,1773,745,0.02,41.0,1.00,0.046
133.70,DOWNWIND,148.89,143.81,41.01,0.02,2.7,0.9,0.7,-744.9,-2423,0.68,0.008,-0.018,0.00,6,,640,0,1778,745,0.02,41.0,1.00,0.046
133.80,DOWNWIND,148.89,143.86,41.01,0.02,2.7,0.8,0.6,-745.1,-2427,0.68,0.008,-0.018,0.00,5,,636,0,1782,745,0.02,41.0,1.00,0.046
133.90,DOWNWIND,148.89,143.92,41.01,0.02,2.7,0.7,0.5,-745.4,-2431,0.68,0.008,-0.018,0.00,5,,631,0,1786,745,0.02,41.0,1.00,0.046
134.00,DOWNWIND,148.89,143.98,41.01,0.02,2.7,0.7,0.5,-745.7,-2436,0.68,0.008,-0.018,0.00,5,,627,0,1791,746,0.02,41.0,1.00,0.046
134.10,DOWNWIND,148.90,144.04,41.01,0.02,2.7,0.6,0.4,-746.0,-2440,0.68,0.008,-0.018,0.00,4,,623,0,1795,746,0.02,41.0,1.00,0.046
134.20,DOWNWIND,148.90,144.10,41.01,0.02,2.7,0.5,0.3,-746.2,-2445,0.68,0.008,-0.018,0.00,4,,618,0,1800,746,0.02,41.0,1.00,0.046
134.30,DOWNWIND,148.90,144.17,41.01,0.02,2.7,0.4,0.3,-746.5,-2449,0.68,0.008,-0.018,0.00,4,,614,0,1804,747,0.02,41.0,1.00,0.046
134.40,DOWNWIND,148.90,144.23,41.01,0.02,2.7,0.4,0.2,-746.8,-2453,0.68,0.008,-0.018,0.00,4,,609,0,1808,747,0.02,41.0,1.00,0.046
134.50,DOWNWIND,148.90,144.30,41.01,0.01,2.7,0.3,0.2,-747.1,-2458,0.68,0.008,-0.018,0.00,3,,605,0,1813,747,0.02,41.0,1.00,0.046
134.60,DOWNWIND,148.90,144.36,41.01,0.01,2.7,0.2,0.1,-747.4,-2462,0.68,0.008,-0.018,0.00,3,,601,0,1817,747,0.02,41.0,1.00,0.046
134.70,DOWNWIND,148.91,144.43,41.01,0.01,2.7,0.2,0.0,-747.6,-2467,0.68,0.008,-0.018,0.00,3,,596,0,1822,748,0.02,41.0,1.00,0.046
134.80,DOWNWIND,148.91,144.49,41.00,0.01,2.7,0.1,-0.0,-747.9,-2471,0.68,0.008,-0.018,0.00,3,,592,0,1826,748,0.02,41.0,1.00,0.046
134.90,DOWNWIND,148.91,144.55,41.00,0.01,2.7,0.0,-0.1,-748.2,-2476,0.68,0.008,-0.018,0.00,2,,587,0,1831,748,0.02,41.0,1.00,0.046
135.00,DOWNWIND,148.91,144.61,41.00,0.01,2.7,-0.1,-0.1,-748.5,-2480,0.68,0.008,-0.018,0.00,2,,583,0,1835,748,0.02,41.0,1.00,0.046
135.10,DOWNWIND,148.91,144.68,41.00,0.01,2.7,-0.1,-0.2,-748.8,-2484,0.68,0.008,-0.018,0.00,2,,578,0,1839,749,0.02,41.0,1.00,0.046
135.20,DOWNWIND,148.91,144.77,41.00,0.01,2.7,-0.2,-0.2,-749.0,-2489,0.68,0.008,-0.018,0.00,1,,574,0,1844,749,0.02,41.0,1.00,0.046
135.30,DOWNWIND,148.91,144.88,41.00,0.01,2.7,-0.3,-0.3,-749.3,-2493,0.68,0.008,-0.018,0.00,1,,570,0,1848,749,0.02,41.0,1.00,0.046
135.40,DOWNWIND,148.91,145.01,41.00,0.01,2.7,-0.3,-0.3,-749.6,-2498,0.68,0.008,-0.018,0.00,1,,565,0,1853,750,0.02,41.0,1.00,0.046
135.50,DOWNWIND,148.92,145.15,41.00,0.01,2.7,-0.4,-0.4,-749.9,-2502,0.68,0.008,-0.018,0.00,1,,561,0,1857,750,0.02,41.0,1.00,0.046
135.60,DOWNWIND,148.92,145.31,41.00,0.01,2.7,-0.5,-0.4,-750.2,-2507,0.68,0.008,-0.018,0.00,0,,556,0,1862,750,0.02,41.0,1.00,0.046
135.70,DOWNWIND,148.92,145.48,41.00,0.01,2.7,-0.5,-0.4,-750.4,-2511,0.68,0.008,-0.018,0.00,0,,552,0,1866,750,0.02,41.0,1.00,0.046
135.80,DOWNWIND,148.92,145.65,41.00,0.01,2.7,-0.6,-0.5,-750.7,-2515,0.68,0.008,-0.018,0.00,0,,547,0,1870,751,0.02,41.0,1.00,0.046
135.90,DOWNWIND,148.92,145.82,41.00,0.01,2.7,-0.7,-0.5,-751.0,-2520,0.68,0.008,-0.018,0.00,1,,543,0,1875,751,0.02,41.0,1.00,0.046
136.00,DOWNWIND,148.92,145.98,41.00,0.01,2.7,-0.8,-0.5,-751.3,-2524,0.68,0.008,-0.018,0.00,1,,539,0,1879,751,0.02,41.0,1.00,0.046
136.10,DOWNWIND,148.92,146.13,41.00,0.01,2.7,-0.8,-0.6,-751.6,-2529,0.68,0.008,-0.018,0.00,1,,534,0,1884,752,0.02,41.0,1.00,0.046
136.20,DOWNWIND,148.92,146.27,41.00,0.01,2.7,-0.9,-0.6,-751.8,-2533,0.68,0.008,-0.018,0.00,1,,530,0,1888,752,0.02,41.0,1.00,0.046
136.30,DOWNWIND,148.92,146.38,41.00,0.01,2.7,-1.0,-0.6,-752.1,-2537,0.68,0.008,-0.018,0.00,2,,525,0,1892,752,0.01,41.0,1.00,0.046
136.40,DOWNWIND,148.92,146.48,41.00,0.01,2.7,-1.0,-0.7,-752.4,-2542,0.68,0.008,-0.018,0.00,2,,521,0,1897,752,0.01,41.0,1.00,0.046
136.50,DOWNWIND,148.92,146.55,41.00,0.01,2.7,-1.1,-0.7,-752.7,-2546,0.68,0.008,-0.018,0.00,2,,517,0,1901,753,0.01,41.0,1.00,0.046
136.60,DOWNWIND,148.92,146.60,41.00,0.01,2.7,-1.1,-0.7,-752.9,-2551,0.68,0.008,-0.018,0.00,2,,512,0,1906,753,0.01,41.0,1.00,0.046
136.70,DOWNWIND,148.92,146.64,41.00,0.01,2.7,-1.2,-0.7,-753.2,-2555,0.68,0.008,-0.018,0.00,3,,508,0,1910,753,0.01,41.0,1.00,0.046
136.80,BASE,148.92,146.66,41.00,-0.00,2.7,-1.3,-0.8,-753.5,-2560,0.05,0.016,-0.018,0.00,503,,753,0,1915,753,0.01,34.6,1.01,0.170
136.90,BASE,148.92,146.67,40.87,-0.05,2.8,-1.4,-51.5,-753.7,-2564,0.05,0.057,0.113,0.00,499,,754,0,1919,754,0.01,34.6,1.06,0.173
137.00,BASE,148.92,146.68,40.73,-0.06,3.1,-1.7,-51.5,-754.0,-2568,0.05,0.076,0.245,0.00,494,,754,0,1923,754,0.02,34.6,1.11,0.176
137.10,BASE,148.91,146.68,40.58,0.03,3.6,-2.3,-51.5,-754.3,-2573,0.05,0.050,0.184,0.00,490,,754,0,1928,754,0.02,34.6,1.16,0.177
137.20,BASE,148.92,146.69,40.43,0.23,4.1,-3.2,-51.4,-754.5,-2577,0.05,0.034,0.053,0.00,486,,755,0,1932,755,0.01,34.6,1.21,0.176
137.30,BASE,148.95,146.72,40.28,0.43,4.4,-4.3,-51.5,-754.8,-2582,0.05,0.046,-0.079,0.00,481,,755,0,1937,755,0.01,34.6,1.26,0.174
137.40,BASE,149.00,146.78,40.12,0.61,4.6,-5.4,-51.5,-755.0,-2586,0.05,0.056,-0.119,0.00,477,,755,0,1941,755,-0.00,34.6,1.31,0.171
137.50,BASE,149.07,146.86,39.96,0.77,4.9,-6.5,-51.6,-755.3,-2590,0.05,0.053,-0.143,0.00,473,,755,0,1945,755,-0.01,34.6,1.36,0.169
137.60,BASE,149.15,146.97,39.79,0.92,5.1,-7.7,-51.6,-755.5,-2594,0.05,0.046,-0.162,0.00,468,,755,0,1949,755,-0.03,34.6,1.41,0.167
137.70,BASE,149.25,147.10,39.63,1.06,5.4,-8.8,-51.7,-755.7,-2599,0.05,0.041,-0.173,0.00,464,,756,0,1954,756,-0.05,34.6,1.46,0.165
137.80,BASE,149.36,147.26,39.46,1.15,5.6,-9.9,-51.7,-755.9,-2603,0.05,0.036,-0.178,0.00,460,,756,0,1958,756,-0.07,34.6,1.51,0.163
137.90,BASE,149.47,147.44,39.30,1.21,5.9,-11.0,-51.7,-756.0,-2607,0.05,0.029,-0.174,0.00,456,,756,0,1962,756,-0.10,34.6,1.56,0.162
138.00,BASE,149.60,147.62,39.13,1.24,6.2,-12.1,-51.7,-756.2,-2612,0.05,0.023,-0.165,0.00,451,,756,0,1967,756,-0.12,34.6,1.61,0.161
138.10,BASE,149.72,147.81,38.97,1.23,6.5,-13.2,-51.7,-756.3,-2616,0.05,0.011,-0.150,0.00,447,,756,0,1971,756,-0.14,34.6,1.66,0.153
138.20,BASE,149.84,148.00,38.81,1.20,6.7,-14.3,-51.7,-756.4,-2620,0.05,0.006,-0.133,0.00,443,,756,0,1975,756,-0.17,34.6,1.71,0.145
138.30,BASE,149.96,148.18,38.65,1.12,6.8,-15.0,-51.6,-756.5,-2624,0.05,0.010,-0.108,0.00,439,,756,0,1979,756,-0.19,34.6,1.76,0.136
138.40,BASE,150.07,148.35,38.50,1.00,6.8,-15.7,-51.6,-756.5,-2628,0.05,0.011,-0.083,0.00,435,,757,0,1983,757,-0.21,34.6,1.81,0.128
138.50,BASE,150.16,148.50,38.34,0.88,6.9,-16.4,-51.5,-756.6,-2632,0.05,0.009,-0.056,0.00,430,,757,0,1987,757,-0.23,34.6,1.86,0.119
138.60,BASE,150.25,148.62,38.20,0.76,6.8,-17.0,-51.5,-756.6,-2637,0.05,0.012,-0.031,0.00,426,,757,0,1992,757,-0.25,34.6,1.91,0.111
138.70,BASE,150.32,148.72,38.05,0.65,6.6,-17.5,-51.4,-756.6,-2641,0.05,0.018,-0.009,0.00,422,,757,0,1996,757,-0.26,34.6,1.96,0.101
138.80,BASE,150.38,148.80,37.91,0.54,6.4,-18.1,-51.4,-756.6,-2645,0.05,0.030,0.010,0.00,418,,757,0,2000,757,-0.28,34.6,2.00,0.099
138.90,BASE,150.43,148.87,37.77,0.44,6.1,-18.6,-51.3,-756.6,-2649,0.05,0.035,0.022,0.00,414,,757,0,2004,757,-0.29,34.6,2.00,0.089
139.00,BASE,150.47,148.91,37.64,0.36,5.8,-19.1,-51.3,-756.5,-2653,0.05,0.040,0.029,0.00,410,,757,0,2008,757,-0.30,34.6,2.00,0.079
139.10,BASE,150.51,148.94,37.50,0.29,5.4,-19.6,-51.3,-756.4,-2657,0.05,0.041,0.031,0.00,406,,756,0,2012,756,-0.30,34.6,2.00,0.069
139.20,BASE,150.53,148.95,37.37,0.23,5.0,-20.1,-51.3,-756.3,-2661,0.05,0.042,0.026,0.00,402,,756,0,2016,756,-0.31,34.6,2.00,0.060
139.30,BASE,150.56,148.95,37.25,0.18,4.6,-20.6,-51.3,-756.2,-2665,0.05,0.045,0.016,0.00,398,,756,0,2020,756,-0.31,34.6,2.00,0.051
139.40,BASE,150.57,148.93,37.12,0.13,4.2,-21.0,-51.3,-756.0,-2669,0.05,0.044,0.002,0.00,394,,756,0,2024,756,-0.32,34.6,2.00,0.042
139.50,BASE,150.58,148.89,37.00,0.08,3.8,-21.4,-51.3,-755.8,-2673,0.05,0.043,-0.015,0.00,390,,756,0,2028,756,-0.32,34.6,2.00,0.033
139.60,BASE,150.59,148.83,36.88,0.01,3.4,-21.8,-51.4,-755.5,-2677,0.05,0.040,-0.033,0.00,386,,756,0,2032,756,-0.32,34.6,2.00,0.025
139.70,BASE,150.59,148.76,36.76,-0.08,3.1,-22.1,-51.4,-755.3,-2681,0.08,0.028,-0.051,0.00,382,,755,0,2036,755,-0.32,34.6,1.96,0.009
139.80,BASE,150.58,148.66,36.66,-0.19,2.7,-22.4,-51.5,-754.9,-2685,0.12,0.026,-0.069,0.00,378,,755,0,2040,755,-0.32,34.6,1.91,0.005
139.90,BASE,150.55,148.55,36.57,-0.33,2.4,-22.6,-51.5,-754.6,-2689,0.16,0.023,-0.085,0.00,374,,755,0,2044,755,-0.31,34.6,1.86,0.003
140.00,BASE,150.51,148.41,36.50,-0.49,2.2,-22.7,-51.6,-754.2,-2693,0.19,0.018,-0.097,0.00,370,,754,0,2048,754,-0.30,34.6,1.81,0.003
140.10,BASE,150.46,148.25,36.43,-0.67,2.0,-22.8,-51.6,-753.8,-2697,0.22,0.015,-0.105,0.00,366,,754,0,2052,754,-0.29,34.6,1.76,0.005
140.20,BASE,150.38,148.07,36.39,-0.87,1.9,-22.8,-51.6,-753.3,-2701,0.24,0.014,-0.109,0.00,362,,753,0,2056,753,-0.28,34.6,1.71,0.009
140.30,BASE,150.29,147.87,36.35,-1.09,1.8,-22.8,-51.6,-752.8,-2704,0.26,0.013,-0.109,0.00,358,,753,0,2059,753,-0.26,34.6,1.66,0.016
140.40,BASE,150.17,147.65,36.32,-1.31,1.8,-22.7,-51.6,-752.3,-2708,0.28,0.012,-0.104,0.00,355,,752,0,2063,752,-0.24,34.6,1.61,0.024
